#	x	y
	0	2468
	1	1935
	2	1899
	3	1578
	4	1170
	5	1114
	6	1086
	7	1079
	8	1070
	9	898
	10	863
	11	852
	12	801
	13	740
	14	735
	15	709
	16	677
	17	660
	18	658
	19	641
	20	635
	21	624
	22	616
	23	602
	24	582
	25	561
	26	534
	27	495
	28	494
	29	485
	30	483
	31	482
	32	479
	33	475
	34	473
	35	456
	36	440
	37	438
	38	438
	39	433
	40	430
	41	429
	42	424
	43	422
	44	421
	45	411
	46	408
	47	407
	48	404
	49	396
	50	396
	51	385
	52	380
	53	380
	54	377
	55	375
	56	373
	57	372
	58	367
	59	366
	60	365
	61	358
	62	358
	63	357
	64	348
	65	345
	66	345
	67	340
	68	339
	69	336
	70	335
	71	329
	72	323
	73	320
	74	320
	75	319
	76	318
	77	317
	78	317
	79	317
	80	316
	81	307
	82	306
	83	306
	84	305
	85	303
	86	301
	87	301
	88	298
	89	296
	90	296
	91	289
	92	289
	93	285
	94	284
	95	279
	96	279
	97	276
	98	273
	99	272
	100	272
	101	272
	102	270
	103	269
	104	268
	105	267
	106	266
	107	266
	108	265
	109	264
	110	263
	111	263
	112	263
	113	262
	114	261
	115	261
	116	261
	117	255
	118	255
	119	252
	120	251
	121	250
	122	250
	123	246
	124	243
	125	243
	126	243
	127	243
	128	242
	129	242
	130	241
	131	240
	132	238
	133	238
	134	238
	135	235
	136	235
	137	234
	138	232
	139	229
	140	228
	141	228
	142	224
	143	223
	144	222
	145	222
	146	222
	147	221
	148	220
	149	220
	150	219
	151	218
	152	217
	153	216
	154	216
	155	216
	156	216
	157	216
	158	216
	159	215
	160	214
	161	213
	162	212
	163	212
	164	211
	165	210
	166	210
	167	210
	168	209
	169	209
	170	209
	171	208
	172	207
	173	206
	174	201
	175	201
	176	201
	177	200
	178	199
	179	199
	180	198
	181	198
	182	196
	183	195
	184	195
	185	194
	186	194
	187	193
	188	192
	189	192
	190	192
	191	192
	192	191
	193	191
	194	188
	195	188
	196	188
	197	187
	198	186
	199	186
	200	186
	201	186
	202	185
	203	184
	204	184
	205	184
	206	183
	207	183
	208	183
	209	183
	210	183
	211	182
	212	181
	213	180
	214	179
	215	178
	216	177
	217	176
	218	176
	219	176
	220	176
	221	175
	222	173
	223	172
	224	172
	225	168
	226	168
	227	167
	228	167
	229	167
	230	167
	231	167
	232	164
	233	164
	234	164
	235	164
	236	163
	237	162
	238	161
	239	161
	240	160
	241	158
	242	157
	243	157
	244	156
	245	155
	246	155
	247	154
	248	154
	249	154
	250	153
	251	153
	252	153
	253	153
	254	153
	255	152
	256	151
	257	151
	258	151
	259	151
	260	150
	261	150
	262	150
	263	150
	264	149
	265	148
	266	147
	267	146
	268	145
	269	145
	270	145
	271	145
	272	144
	273	144
	274	144
	275	144
	276	143
	277	143
	278	143
	279	143
	280	143
	281	142
	282	142
	283	142
	284	142
	285	141
	286	141
	287	141
	288	140
	289	140
	290	140
	291	139
	292	139
	293	139
	294	138
	295	138
	296	138
	297	138
	298	136
	299	136
	300	136
	301	136
	302	135
	303	135
	304	133
	305	133
	306	133
	307	133
	308	133
	309	132
	310	132
	311	132
	312	132
	313	132
	314	131
	315	131
	316	130
	317	130
	318	129
	319	129
	320	129
	321	128
	322	127
	323	127
	324	127
	325	126
	326	126
	327	126
	328	126
	329	125
	330	125
	331	125
	332	125
	333	125
	334	124
	335	123
	336	123
	337	123
	338	123
	339	123
	340	122
	341	122
	342	122
	343	122
	344	122
	345	122
	346	121
	347	121
	348	121
	349	121
	350	121
	351	121
	352	121
	353	121
	354	120
	355	120
	356	120
	357	119
	358	119
	359	119
	360	119
	361	119
	362	118
	363	118
	364	117
	365	117
	366	117
	367	116
	368	116
	369	115
	370	115
	371	115
	372	114
	373	114
	374	114
	375	114
	376	114
	377	114
	378	113
	379	113
	380	113
	381	113
	382	113
	383	113
	384	112
	385	112
	386	112
	387	112
	388	111
	389	111
	390	111
	391	111
	392	111
	393	110
	394	109
	395	109
	396	108
	397	108
	398	108
	399	108
	400	108
	401	108
	402	108
	403	108
	404	107
	405	106
	406	106
	407	106
	408	106
	409	106
	410	105
	411	104
	412	104
	413	103
	414	103
	415	103
	416	103
	417	103
	418	103
	419	103
	420	102
	421	102
	422	102
	423	102
	424	102
	425	101
	426	101
	427	101
	428	101
	429	100
	430	100
	431	100
	432	100
	433	100
	434	100
	435	99
	436	99
	437	99
	438	99
	439	98
	440	98
	441	98
	442	98
	443	98
	444	98
	445	98
	446	97
	447	97
	448	97
	449	97
	450	97
	451	96
	452	96
	453	95
	454	95
	455	95
	456	95
	457	95
	458	95
	459	95
	460	95
	461	95
	462	94
	463	94
	464	94
	465	94
	466	94
	467	94
	468	93
	469	93
	470	93
	471	93
	472	93
	473	93
	474	93
	475	93
	476	93
	477	92
	478	92
	479	92
	480	92
	481	92
	482	92
	483	92
	484	91
	485	91
	486	91
	487	91
	488	91
	489	91
	490	91
	491	91
	492	90
	493	90
	494	90
	495	90
	496	90
	497	90
	498	90
	499	90
