#	x	y
	0	1757
	1	1754
	2	1657
	3	1297
	4	1189
	5	1070
	6	1063
	7	950
	8	853
	9	839
	10	748
	11	747
	12	741
	13	676
	14	611
	15	582
	16	581
	17	533
	18	519
	19	510
	20	505
	21	479
	22	462
	23	448
	24	430
	25	430
	26	421
	27	415
	28	413
	29	406
	30	394
	31	384
	32	376
	33	372
	34	368
	35	365
	36	359
	37	353
	38	344
	39	336
	40	335
	41	335
	42	333
	43	332
	44	329
	45	327
	46	324
	47	319
	48	319
	49	317
	50	314
	51	310
	52	310
	53	309
	54	309
	55	307
	56	305
	57	303
	58	298
	59	298
	60	295
	61	293
	62	291
	63	282
	64	281
	65	278
	66	276
	67	274
	68	273
	69	272
	70	263
	71	261
	72	260
	73	257
	74	256
	75	254
	76	253
	77	251
	78	248
	79	247
	80	245
	81	242
	82	241
	83	240
	84	240
	85	237
	86	231
	87	231
	88	231
	89	230
	90	227
	91	226
	92	223
	93	222
	94	221
	95	221
	96	219
	97	219
	98	216
	99	215
	100	215
	101	213
	102	211
	103	211
	104	210
	105	209
	106	209
	107	208
	108	205
	109	203
	110	203
	111	202
	112	201
	113	201
	114	200
	115	198
	116	198
	117	198
	118	196
	119	196
	120	196
	121	195
	122	195
	123	192
	124	192
	125	191
	126	191
	127	191
	128	190
	129	190
	130	190
	131	189
	132	189
	133	189
	134	188
	135	186
	136	185
	137	184
	138	184
	139	184
	140	183
	141	183
	142	181
	143	180
	144	179
	145	178
	146	178
	147	178
	148	177
	149	177
	150	176
	151	176
	152	175
	153	175
	154	175
	155	175
	156	174
	157	171
	158	170
	159	170
	160	169
	161	169
	162	169
	163	168
	164	167
	165	165
	166	164
	167	164
	168	163
	169	162
	170	161
	171	161
	172	160
	173	158
	174	158
	175	157
	176	156
	177	156
	178	155
	179	153
	180	153
	181	153
	182	151
	183	151
	184	150
	185	149
	186	149
	187	149
	188	148
	189	147
	190	147
	191	147
	192	147
	193	147
	194	146
	195	146
	196	145
	197	145
	198	145
	199	145
	200	144
	201	144
	202	143
	203	143
	204	142
	205	142
	206	141
	207	141
	208	141
	209	141
	210	141
	211	141
	212	140
	213	140
	214	140
	215	139
	216	138
	217	137
	218	137
	219	135
	220	135
	221	134
	222	134
	223	134
	224	134
	225	133
	226	133
	227	132
	228	132
	229	132
	230	130
	231	129
	232	128
	233	128
	234	127
	235	126
	236	126
	237	126
	238	126
	239	125
	240	125
	241	124
	242	124
	243	124
	244	124
	245	124
	246	124
	247	123
	248	123
	249	123
	250	123
	251	122
	252	122
	253	121
	254	121
	255	120
	256	120
	257	120
	258	119
	259	119
	260	118
	261	118
	262	118
	263	118
	264	118
	265	118
	266	117
	267	117
	268	116
	269	116
	270	115
	271	115
	272	115
	273	115
	274	115
	275	115
	276	114
	277	114
	278	114
	279	113
	280	113
	281	113
	282	113
	283	113
	284	113
	285	112
	286	111
	287	111
	288	111
	289	111
	290	111
	291	110
	292	110
	293	110
	294	109
	295	109
	296	109
	297	108
	298	107
	299	107
	300	106
	301	106
	302	106
	303	106
	304	106
	305	106
	306	105
	307	105
	308	105
	309	105
	310	104
	311	104
	312	104
	313	104
	314	104
	315	103
	316	103
	317	103
	318	103
	319	103
	320	102
	321	102
	322	101
	323	101
	324	101
	325	101
	326	100
	327	100
	328	100
	329	100
	330	99
	331	99
	332	99
	333	98
	334	98
	335	97
	336	97
	337	97
	338	97
	339	96
	340	96
	341	96
	342	96
	343	96
	344	95
	345	95
	346	95
	347	94
	348	94
	349	94
	350	94
	351	94
	352	94
	353	94
	354	94
	355	94
	356	94
	357	93
	358	93
	359	93
	360	93
	361	92
	362	92
	363	92
	364	92
	365	92
	366	92
	367	92
	368	92
	369	92
	370	91
	371	91
	372	91
	373	91
	374	91
	375	91
	376	91
	377	91
	378	90
	379	90
	380	90
	381	90
	382	90
	383	89
	384	89
	385	89
	386	89
	387	89
	388	89
	389	88
	390	88
	391	88
	392	88
	393	88
	394	88
	395	88
	396	88
	397	87
	398	87
	399	86
	400	86
	401	86
	402	86
	403	86
	404	85
	405	85
	406	85
	407	85
	408	85
	409	85
	410	85
	411	84
	412	84
	413	84
	414	84
	415	84
	416	83
	417	83
	418	83
	419	83
	420	83
	421	82
	422	82
	423	82
	424	82
	425	82
	426	81
	427	81
	428	81
	429	81
	430	81
	431	81
	432	81
	433	81
	434	81
	435	80
	436	80
	437	80
	438	79
	439	79
	440	79
	441	79
	442	79
	443	79
	444	79
	445	79
	446	78
	447	78
	448	78
	449	78
	450	77
	451	77
	452	77
	453	77
	454	77
	455	76
	456	76
	457	76
	458	76
	459	76
	460	76
	461	76
	462	76
	463	76
	464	76
	465	75
	466	75
	467	75
	468	75
	469	75
	470	75
	471	75
	472	74
	473	74
	474	74
	475	74
	476	74
	477	73
	478	73
	479	73
	480	73
	481	73
	482	73
	483	73
	484	72
	485	72
	486	72
	487	72
	488	72
	489	72
	490	72
	491	72
	492	72
	493	72
	494	72
	495	72
	496	72
	497	72
	498	72
	499	71
